unique.ID,lat,lon,site,date,plant.capture,ClusterIndex,FamilyID,bee.tag,year,species
sra.sh07bif.2015,4405920.626,-297868.9633,SH,7/4/15,Symphyotrichum sp.,30,30,NA,2015,bifarius
sra.sh15bif.2015,4405913.673,-297845.267,SH,7/5/15,Symphyotrichum sp.,30,30,NA,2015,bifarius
sra.131.2015,4409310.335,-298338.4335,JM06,6/23/15,Arnica sp.,31,s,NA,2015,bifarius
sra.162.2015,4409101.264,-298301.3763,JM02,6/24/15,Symphyotrichum sp.,32,32,NA,2015,bifarius
sra.209.2015,4409274.244,-297905.9951,JM04,6/26/15,Phacelia hydrophylloides,32,32,NA,2015,bifarius
sra.ind15bif.2015,4408643.253,-300248.0811,IN,7/6/15,NA,33,s,NA,2015,bifarius
sra.ind05bif.2015,4408641.639,-300267.1675,IN,7/6/15,NA,34,s,NA,2015,bifarius
sra.169.2015,4409112.72,-298295.8291,JM02,6/24/15,Symphyotrichum sp.,35,s,NA,2015,bifarius
sra.236.2015,4409278.739,-297915.7273,JM04,6/26/15,Phacelia hydrophylloides,37,s,NA,2015,bifarius
sra.ind03bif.2015,4408645.899,-300268.1194,IN,7/6/15,NA,38,s,NA,2015,bifarius
sra.180.2015,4408896.549,-298304.1365,JM03,6/24/15,Arnica parryi,39,s,NA,2015,bifarius
sra.135.2015,4409313.4,-298359.2971,JM06,6/23/15,Ivesia sericoleuca,40,s,NA,2015,bifarius
sra.155.2015,4409145.139,-298290.7219,JM02,6/24/15,Symphyotrichum sp.,41,41,NA,2015,bifarius
sra.239.2015,4409319.031,-298645.4084,JM10,6/26/15,Ivesia sericoleuca,41,41,NA,2015,bifarius
sra.143.2015,4409296.251,-298350.0936,JM06,6/23/15,Ivesia sericoleuca,42,s,NA,2015,bifarius
sra.sh20bif.2015,4405913.04,-297843.5013,SH,7/5/15,Symphyotrichum sp.,43,s,NA,2015,bifarius
sra.sh02bif.2015,4405911.809,-297835.9551,SH,7/3/15,Symphyotrichum sp.,44,s,NA,2015,bifarius
sra.sh16bif.2015,4405957.363,-297897.9452,SH,7/5/15,Symphyotrichum sp.,45,s,NA,2015,bifarius
sra.ind12bif.2015,4408638.316,-300252.5177,IN,7/6/15,NA,46,s,NA,2015,bifarius
sra.sh06bif.2015,4405944.838,-297933.3389,SH,7/3/15,Symphyotrichum sp.,47,s,NA,2015,bifarius
sra.ind13bif.2015,4408641.91,-300250.313,IN,7/6/15,NA,49,s,NA,2015,bifarius
sra.159.2015,4409107.591,-298299.4994,JM02,6/24/15,Symphyotrichum sp.,50,s,NA,2015,bifarius
sra.ind06bif.2015,4408639.054,-300245.5535,IN,7/6/15,NA,51,s,NA,2015,bifarius
sra.251.2015,4409297.865,-298632.1767,JM10,6/27/15,Ivesia sericoleuca,52,s,NA,2015,bifarius
sra.208.2015,4409269.57,-297921.6467,JM04,6/26/15,Phacelia hydrophylloides,53,s,NA,2015,bifarius
sra.252.2015,4409295.264,-298636.3693,JM10,6/27/15,Ivesia sericoleuca,54,s,NA,2015,bifarius
sra.173.2015,4409101.365,-298299.0994,JM02,6/24/15,Symphyotrichum sp.,55,55,NA,2015,bifarius
sra.184.2015,4408899.568,-298299.639,JM03,6/24/15,Arnica parryi,55,55,NA,2015,bifarius
sra.185.2015,4408901.822,-298301.8461,JM03,6/24/15,Arnica parryi,56,s,NA,2015,bifarius
sra.171.2015,4409099.423,-298287.9688,JM02,6/24/15,Symphyotrichum sp.,59,s,NA,2015,bifarius
sra.sh09bif.2015,4405920.508,-297841.7685,SH,7/5/15,Symphyotrichum sp.,60,s,NA,2015,bifarius
sra.ind19bif.2015,4408656.661,-300256.9742,IN,7/6/15,NA,61,s,NA,2015,bifarius
sra.ind17bif.2015,4408646.179,-300262.1618,IN,7/6/15,NA,62,s,NA,2015,bifarius
sra.ind07bif.2015,4408640.016,-300246.151,IN,7/6/15,NA,63,s,NA,2015,bifarius
sra.186.2015,4408903.836,-298298.4989,JM03,6/24/15,Arnica parryi,64,s,NA,2015,bifarius
sra.226.2015,4409270.294,-297911.286,JM04,6/26/15,Phacelia hydrophylloides,65,s,NA,2015,bifarius
sra.170.2015,4409120.091,-298305.0888,JM02,6/24/15,Symphyotrichum sp.,66,s,NA,2015,bifarius
sra.sh10bif.2015,4405904.802,-297852.9877,SH,7/5/15,Symphyotrichum sp.,67,s,NA,2015,bifarius
sra.ind20bif.2015,4408649.443,-300253.54,IN,7/6/15,NA,68,s,NA,2015,bifarius
sra.ind10bif.2015,4408640.558,-300279.4854,IN,7/6/15,NA,69,s,NA,2015,bifarius
sra.191.2015,4408890.151,-298299.9187,JM03,6/24/15,Arnica parryi,70,s,NA,2015,bifarius
sra.202.2015,4409279.33,-297940.9441,JM04,6/26/15,Phacelia hydrophylloides,71,s,NA,2015,bifarius
sra.243.2015,4409326.596,-298644.623,JM10,6/26/15,Ivesia sericoleuca,72,s,NA,2015,bifarius
sra.257.2015,4409297.532,-298632.2114,JM10,6/27/15,Ivesia sericoleuca,73,s,NA,2015,bifarius
sra.132.2015,4409344.102,-298341.9899,JM06,6/23/15,Ivesia sericoleuca,74,74,NA,2015,bifarius
sra.272.2015,4409548.948,-298444.5064,JM07,6/27/15,Symphyotrichum sp.,74,74,NA,2015,bifarius
sra.133.2015,4409336.531,-298347.0468,JM06,6/23/15,Ivesia sericoleuca,75,s,NA,2015,bifarius
sra.68b.2015,4409543.844,-298398.5771,JM07,6/27/15,Ivesia sericoleuca,76,s,NA,2015,bifarius
sra.195.2015,4408860.895,-298374.5225,JM03,6/24/15,Symphyotrichum sp.,77,s,NA,2015,bifarius
sra.190.2015,4408889.425,-298298.3378,JM03,6/24/15,Arnica parryi,78,s,NA,2015,bifarius
sra.267.2015,4409550.411,-298402.2538,JM07,6/27/15,Ivesia sericoleuca,79,s,NA,2015,bifarius
sra.224.2015,4409260.119,-297898.8306,JM04,6/26/15,Phacelia hydrophylloides,80,s,NA,2015,bifarius
sra.244.2015,4409314.89,-298642.3515,JM10,6/26/15,Ivesia sericoleuca,81,s,NA,2015,bifarius
sra.165.2015,4409101.354,-298287.0711,JM02,6/24/15,Symphyotrichum sp.,82,s,NA,2015,bifarius
sra.64b.2015,4409550.173,-298398.8791,JM07,6/27/15,Ivesia sericoleuca,83,s,NA,2015,bifarius
sra.172.2015,4409123.666,-298308.1174,JM02,6/24/15,Symphyotrichum sp.,84,s,NA,2015,bifarius
sra.241.2015,4409306.357,-298646.8113,JM10,6/26/15,Ivesia sericoleuca,85,s,NA,2015,bifarius
sra.235.2015,4409281.882,-297952.5341,JM04,6/26/15,Phacelia hydrophylloides,86,s,NA,2015,bifarius
sra.223.2015,4409264.929,-297913.7602,JM04,6/26/15,Phacelia hydrophylloides,87,s,NA,2015,bifarius
sra.273.2015,4409554.333,-298444.3833,JM07,6/27/15,Symphyotrichum sp.,88,s,NA,2015,bifarius
sra.65b.2015,4409530.225,-298389.7922,JM07,6/27/15,Ivesia sericoleuca,89,s,NA,2015,bifarius
sra.156.2015,4409111.919,-298311.9514,JM02,6/24/15,Symphyotrichum sp.,90,90,NA,2015,bifarius
sra.225.2015,4409267.08,-297908.4814,JM04,6/26/15,Phacelia hydrophylloides,90,90,NA,2015,bifarius
sra.179.2015,4408901.342,-298303.7264,JM03,6/24/15,Arnica parryi,91,s,NA,2015,bifarius
sra.139.2015,4409303.677,-298377.2167,JM06,6/23/15,Symphyotrichum sp.,92,s,NA,2015,bifarius
sra.144.2015,4409296.251,-298350.0936,JM06,6/23/15,Ivesia sericoleuca,93,s,NA,2015,bifarius
sra.242.2015,4409291.076,-298651.2741,JM10,6/26/15,Ivesia sericoleuca,94,s,NA,2015,bifarius
sra.264.2015,4409567.733,-298389.2989,JM07,6/27/15,Ivesia sericoleuca,95,s,NA,2015,bifarius
sra.66b.2015,4409541.468,-298384.3543,JM07,6/27/15,Ivesia sericoleuca,96,s,NA,2015,bifarius
sra.128.2015,4409357.156,-298365.9137,JM06,6/23/15,Ivesia sericoleuca,97,s,NA,2015,bifarius
sra.177.2015,4408859.868,-298359.1997,JM03,6/24/15,Symphyotrichum sp.,98,s,NA,2015,bifarius
sra.263.2015,4409573.79,-298388.0601,JM07,6/27/15,Ivesia sericoleuca,99,s,NA,2015,bifarius
sra.166.2015,4409140.451,-298295.3925,JM02,6/24/15,Symphyotrichum sp.,100,s,NA,2015,bifarius
sra.255.2015,4409310.6,-298642.1867,JM10,6/27/15,Ivesia sericoleuca,101,101,NA,2015,bifarius
sra.262.2015,4409571.942,-298386.5086,JM07,6/27/15,Ivesia sericoleuca,101,101,NA,2015,bifarius
sra.245.2015,4409292.614,-298646.5817,JM10,6/26/15,Ivesia sericoleuca,102,s,NA,2015,bifarius
sra.231.2015,4409290.275,-297926.1239,JM04,6/26/15,Phacelia hydrophylloides,103,s,NA,2015,bifarius
sra.253.2015,4409300.559,-298633.2047,JM10,6/27/15,Ivesia sericoleuca,104,s,NA,2015,bifarius
sra.221.2015,4409289.135,-297906.4554,JM04,6/26/15,Phacelia hydrophylloides,105,s,NA,2015,bifarius
sra.256.2015,4409285.36,-298633.039,JM10,6/27/15,Ivesia sericoleuca,106,s,NA,2015,bifarius
sra.266.2015,4409576.596,-298408.6012,JM07,6/27/15,Ivesia sericoleuca,107,s,NA,2015,bifarius
sra.228.2015,4409267.329,-297916.3006,JM04,6/26/15,Phacelia hydrophylloides,108,108,NA,2015,bifarius
sra.230.2015,4409296.596,-297928.5191,JM04,6/26/15,Phacelia hydrophylloides,108,108,NA,2015,bifarius
sra.69b.2015,4409538.495,-298376.295,JM07,6/27/15,Ivesia sericoleuca,109,s,NA,2015,bifarius
sra.222.2015,4409272.229,-297909.342,JM04,6/26/15,Phacelia hydrophylloides,110,s,NA,2015,bifarius
sra.141.2015,4409356.824,-298352.9603,JM06,6/23/15,Ivesia sericoleuca,111,s,NA,2015,bifarius
sra.181.2015,4408861.384,-298357.5604,JM03,6/24/15,Symphyotrichum sp.,112,s,NA,2015,bifarius
sra.130.2015,4409301.586,-298371.1575,JM06,6/23/15,Ivesia sericoleuca,113,s,NA,2015,bifarius
sra.145.2015,4409314.425,-298355.0938,JM06,6/23/15,Ivesia sericoleuca,114,s,NA,2015,bifarius
sra.160.2015,4409144.677,-298292.7747,JM02,6/24/15,Symphyotrichum sp.,115,s,NA,2015,bifarius
sra.137.2015,4409281.398,-298354.3371,JM06,6/23/15,Ivesia sericoleuca,116,s,NA,2015,bifarius
sra.176.2015,4408868.61,-298345.9141,JM03,6/24/15,Symphyotrichum sp.,117,s,NA,2015,bifarius
sra.229.2015,4409293.562,-297929.6183,JM04,6/26/15,Phacelia hydrophylloides,118,s,NA,2015,bifarius
sra.234.2015,4409284.511,-297923.6709,JM04,6/26/15,Phacelia hydrophylloides,119,s,NA,2015,bifarius
sra.232.2015,4409292.475,-297927.8134,JM04,6/26/15,Phacelia hydrophylloides,120,s,NA,2015,bifarius
sra.67b.2015,4409531.961,-298381.5929,JM07,6/27/15,Ivesia sericoleuca,121,s,NA,2015,bifarius
sra.227.2015,4409270.114,-297914.9657,JM04,6/26/15,Phacelia hydrophylloides,122,s,NA,2015,bifarius
sra.237.2015,4409278.843,-297917.8085,JM04,6/26/15,Phacelia hydrophylloides,123,123,NA,2015,bifarius
sra.254.2015,4409310.004,-298642.9459,JM10,6/27/15,Ivesia sericoleuca,123,123,NA,2015,bifarius
sra.233.2015,4409290.138,-297928.0557,JM04,6/26/15,Phacelia hydrophylloides,124,s,NA,2015,bifarius
sra.265.2015,4409556.385,-298390.4766,JM07,6/27/15,Ivesia sericoleuca,125,s,NA,2015,bifarius
sra.276.2015,4409568.782,-298441.6633,JM07,6/27/15,Symphyotrichum sp.,126,s,NA,2015,bifarius
sra.142.2015,4409320.704,-298346.2485,JM06,6/23/15,Ivesia sericoleuca,127,s,NA,2015,bifarius
sra.182.2015,4408909.939,-298349.7329,JM03,6/24/15,Symphyotrichum sp.,128,s,NA,2015,bifarius
sra.211.2015,4409277.095,-297929.1471,JM04,6/26/15,Phacelia hydrophylloides,129,s,NA,2015,bifarius
sra.129.2015,4409357.57,-298366.6553,JM06,6/23/15,Ivesia sericoleuca,130,s,NA,2015,bifarius
sra.175.2015,4408897.617,-298336.105,JM03,6/24/15,Symphyotrichum sp.,131,s,NA,2015,bifarius
sra.261.2015,4409575.944,-298389.3183,JM07,6/27/15,Ivesia sericoleuca,132,s,NA,2015,bifarius
sra.270.2015,4409528.21,-298398.5436,JM07,6/27/15,Ivesia sericoleuca,133,s,NA,2015,bifarius
sra.258.2015,4409305.096,-298629.2469,JM10,6/27/15,Ivesia sericoleuca,134,s,NA,2015,bifarius
sra.136.2015,4409308.177,-298363.1515,JM06,6/23/15,Ivesia sericoleuca,135,s,NA,2015,bifarius
sra.140.2015,4409341.696,-298368.6512,JM06,6/23/15,Ivesia sericoleuca,136,s,NA,2015,bifarius
sra.158.2015,4409110.049,-298301.5108,JM02,6/24/15,Symphyotrichum sp.,137,s,NA,2015,bifarius
sra.220.2015,4409309.594,-297915.055,JM04,6/26/15,Phacelia hydrophylloides,138,s,NA,2015,bifarius
sra.250.2015,4409310.242,-298646.3208,JM10,6/27/15,Ivesia sericoleuca,139,s,NA,2015,bifarius
sra.174.2015,4409101.634,-298286.5191,JM02,6/24/15,Symphyotrichum sp.,986,s,NA,2015,bifarius
sra.ind08bif.2015,4408641.141,-300245.0749,IN,7/6/15,NA,987,s,NA,2015,bifarius
sra.146.2015,4409313.375,-298355.8129,JM06,6/23/15,Ivesia sericoleuca,988,s,NA,2015,bifarius
sra.246.2015,4409332.733,-298651.7439,JM10,6/26/15,Ivesia sericoleuca,989,s,NA,2015,bifarius
sra.240.2015,4409313.12,-298644.8016,JM10,6/26/15,Ivesia sericoleuca,990,s,NA,2015,bifarius
sra.192.2015,4408895.512,-298303.8955,JM03,6/24/15,Arnica parryi,991,s,NA,2015,bifarius
sra.275.2015,4409591.533,-298442.004,JM07,6/27/15,Symphyotrichum sp.,992,s,NA,2015,bifarius
sra.271.2015,4409553.033,-298404.7709,JM07,6/27/15,Ivesia sericoleuca,993,s,NA,2015,bifarius
sra.ind16bif.2015,4408646.111,-300255.0199,IN,7/6/15,NA,994,s,NA,2015,bifarius
sra.268.2015,4409547.015,-298403.1292,JM07,6/27/15,Ivesia sericoleuca,995,s,NA,2015,bifarius
sra.249.2015,4409320.973,-298648.955,JM10,6/27/15,Ivesia sericoleuca,996,s,NA,2015,bifarius
sra.ind18bif.2015,4408656.661,-300256.9742,IN,7/6/15,NA,997,s,NA,2015,bifarius
sra.247.2015,4409324.363,-298646.9468,JM10,6/26/15,Ivesia sericoleuca,998,s,NA,2015,bifarius
sra.ind09bif.2015,4408642.261,-300272.0721,IN,7/6/15,NA,999,s,NA,2015,bifarius
sra.637.2018,4371785.594,734590.1129,mdw_north,7/2/18,Ivesia sericoleuca,1,s,NA,2018,bifarius
sra.621.2018,4372027.594,734821.5946,forest_north,7/2/18,Phacelia hydrophylloides,2,2,NA,2018,bifarius
sra.512.2018,4372034.088,734852.5729,forest_north,6/27/18,Phacelia hydrophylloides,2,2,NA,2018,bifarius
sra.628.2018,4371790.645,734577.1279,mdw_north,7/2/18,Ivesia sericoleuca,2,2,NA,2018,bifarius
sra.626.2018,4371830.372,734579.1979,mdw_north,7/2/18,Ivesia sericoleuca,3,s,NA,2018,bifarius
sra.631.2018,4371801.365,734575.2532,mdw_north,7/2/18,Ivesia sericoleuca,4,s,NA,2018,bifarius
sra.638.2018,4371784.059,734594.4654,mdw_north,7/2/18,Ivesia sericoleuca,5,s,NA,2018,bifarius
sra.611.2018,4372030.459,734861.1226,forest_north,7/2/18,Phacelia hydrophylloides,6,s,NA,2018,bifarius
sra.622.2018,4372028.636,734800.9806,forest_north,7/2/18,Monardella odoratissima,7,s,NA,2018,bifarius
sra.607.2018,4372043.648,734918.6809,forest_north,7/2/18,Monardella odoratissima,8,s,NA,2018,bifarius
sra.618.2018,4372041.849,734855.6963,forest_north,7/2/18,Phacelia hydrophylloides,9,s,NA,2018,bifarius
sra.668.2018,4371599.852,734631.3908,mdw_south,7/12/18,Ivesia sericoleuca,10,10,NA,2018,bifarius
sra.632.2018,4371821.428,734573.6985,mdw_north,7/2/18,Ivesia sericoleuca,10,10,NA,2018,bifarius
sra.636.2018,4371787.036,734586.366,mdw_north,7/2/18,Ivesia sericoleuca,11,s,NA,2018,bifarius
sra.620.2018,4372018.908,734839.2539,forest_north,7/2/18,Phacelia hydrophylloides,12,12,NA,2018,bifarius
sra.449.2018,4372049.283,734870.0251,forest_north,6/25/18,Phacelia hydrophylloides,12,12,NA,2018,bifarius
sra.586.2018,4371698.849,734627.7907,mdw_north,7/2/18,Ivesia sericoleuca,12,12,NA,2018,bifarius
sra.624.2018,4371827.024,734578.6964,mdw_north,7/2/18,Ivesia sericoleuca,12,12,NA,2018,bifarius
sra.639.2018,4371826.68,734578.3623,mdw_north,7/2/18,Ivesia sericoleuca,13,s,NA,2018,bifarius
sra.629.2018,4371808.781,734581.6601,mdw_north,7/2/18,Ivesia sericoleuca,14,s,NA,2018,bifarius
sra.490.2018,4372042.476,734854.3855,forest_north,6/25/18,Phacelia hydrophylloides,15,s,NA,2018,bifarius
sra.691.2018,4371450.383,734597.3319,mdw_south,7/12/18,Ivesia sericoleuca,16,16,NA,2018,bifarius
sra.627.2018,4371817.381,734575.8018,mdw_north,7/2/18,Ivesia sericoleuca,16,16,NA,2018,bifarius
sra.630.2018,4371802.376,734579.2703,mdw_north,7/2/18,Ivesia sericoleuca,17,s,NA,2018,bifarius
sra.444.2018,4371760.125,734611.2947,mdw_north,6/25/18,Penstemon rydbergii,18,s,NA,2018,bifarius
sra.634.2018,4371788.398,734594.6785,mdw_north,7/2/18,Ivesia sericoleuca,19,s,NA,2018,bifarius
sra.438.2018,4371653.5,734619.8624,mdw_south,6/25/18,Penstemon rydbergii,20,s,NA,2018,bifarius
sra.475.2018,4372044.029,734883.6189,forest_north,6/25/18,Monardella odoratissima,21,s,NA,2018,bifarius
sra.439.2018,4371652.602,734619.5451,mdw_south,6/25/18,Penstemon rydbergii,22,s,NA,2018,bifarius
sra.681.2018,4371608.04,735066.5845,forest_south,7/12/18,Monardella odoratissima,23,23,NA,2018,bifarius
sra.460.2018,4372065.324,734823.7237,forest_north,6/25/18,Monardella odoratissima,23,23,NA,2018,bifarius
sra.440.2018,4371635.84,734627.373,mdw_south,6/25/18,Penstemon rydbergii,24,s,NA,2018,bifarius
sra.489.2018,4372044.141,734854.335,forest_north,6/25/18,Phacelia hydrophylloides,25,s,NA,2018,bifarius
sra.455.2018,4372043.953,734895.764,forest_north,6/25/18,Monardella odoratissima,26,s,NA,2018,bifarius
sra.445.2018,4371811.113,734555.9254,mdw_north,6/25/18,Penstemon rydbergii,27,s,NA,2018,bifarius
sra.458.2018,4372087.617,734862.7487,forest_north,6/25/18,Monardella odoratissima,28,s,NA,2018,bifarius
sra.462.2018,4372070.48,734825.2037,forest_north,6/25/18,Phacelia hydrophylloides,29,s,NA,2018,bifarius
sra.480.2018,4372061.601,734873.1826,forest_north,6/25/18,Phacelia hydrophylloides,30,s,NA,2018,bifarius
sra.483.2018,4372094.052,734851.4444,forest_north,6/25/18,Monardella odoratissima,31,s,NA,2018,bifarius
sra.481.2018,4372062.822,734873.1456,forest_north,6/25/18,Phacelia hydrophylloides,32,s,NA,2018,bifarius
sra.446.2018,4371736.806,734593.3983,mdw_north,6/25/18,Penstemon rydbergii,33,s,NA,2018,bifarius
sra.450.2018,4372091.471,734846.9584,forest_north,6/25/18,Monardella odoratissima,34,s,NA,2018,bifarius
sra.484.2018,4372088.079,734837.6743,forest_north,6/25/18,Monardella odoratissima,35,s,NA,2018,bifarius
sra.470.2018,4371751.505,734583.48,mdw_north,6/25/18,Penstemon rydbergii,36,s,NA,2018,bifarius
sra.487.2018,4372042.574,734853.9519,forest_north,6/25/18,Phacelia hydrophylloides,37,s,NA,2018,bifarius
sra.665.2018,4371594.117,734654.8178,mdw_south,7/12/18,Ivesia sericoleuca,38,38,NA,2018,bifarius
sra.466.2018,4371637.978,734631.9589,mdw_south,6/25/18,Penstemon rydbergii,38,38,NA,2018,bifarius
sra.501.2018,4372092.162,734844.0955,forest_north,6/27/18,Monardella odoratissima,39,s,NA,2018,bifarius
sra.486.2018,4372049.472,734854.2596,forest_north,6/25/18,Phacelia hydrophylloides,40,s,NA,2018,bifarius
sra.469.2018,4371828.395,734568.9233,mdw_north,6/25/18,Ivesia sericoleuca,41,s,NA,2018,bifarius
sra.488.2018,4372041.839,734855.3521,forest_north,6/25/18,Phacelia hydrophylloides,42,s,NA,2018,bifarius
sra.478.2018,4372046.086,734889.1543,forest_north,6/25/18,Monardella odoratissima,43,s,NA,2018,bifarius
sra.510.2018,4372029.588,734858.0487,forest_north,6/27/18,Phacelia hydrophylloides,44,s,NA,2018,bifarius
sra.498.2018,4372085.589,734850.8397,forest_north,6/27/18,Monardella odoratissima,45,s,NA,2018,bifarius
sra.514.2018,4371698.958,734627.7012,mdw_north,6/27/18,Unknown yellow composite,46,s,NA,2018,bifarius
sra.492.2018,4372041.504,734880.9396,forest_north,6/25/18,Monardella odoratissima,47,s,NA,2018,bifarius
sra.477.2018,4372041.185,734852.0994,forest_north,6/25/18,Phacelia hydrophylloides,48,s,NA,2018,bifarius
sra.459.2018,4372090.414,734841.3927,forest_north,6/25/18,Monardella odoratissima,49,s,NA,2018,bifarius
sra.432.2018,4371756.747,734617.1672,mdw_north,6/25/18,Penstemon rydbergii,50,s,NA,2018,bifarius
